Horror Wiki Index,char index,actor,character,stripped character
1073,10,Scott Thomas Reynold,Ryan Bennett,ryan bennett
1073,11,Brad Mills,Greg,greg
1073,12,Bob Constance,Brad,brad
1073,13,James Poule,Brian,brian
1073,14,Stephen Norris,Steve,steve
1073,15,Mark Nager,Seth,seth
1073,16,Preston Simmons,Zach,zach
1073,17,Stephen Harwick,Mark,mark
1073,18,Jazy Berlin,Polly,polly
1073,19,Anna Mercedes Morris,Sasha,sasha
1073,20,Kayla Campbell,Lindsey,lindsey
1073,21,Nestor Fuentes,Maurice,maurice
1073,22,Carlos Javier Rivera,Howard,howard
1073,23,Jacquline Schmidt,Vanessa,vanessa
1073,24,Eric C. Schmitz,Betts,betts
1073,25,Scott Alan Warner,Sandoval,sandoval
1073,26,Cody Lee,Tyler,tyler
1073,27,Chasen Grieshop,Volley Player,volley player
1073,28,Chris Cook,Captain,captain
1073,29,Laurie Jones,Boat Crew,boat crew
1073,30,Martin Ross Henne,Handsome Boat Partiet,handsome boat partiet
1073,31,John Williams & Willie Jones,Burns Men,burns men
1073,32,Kimberly Ballista,Bikini Girl,bikini girl
1073,33,Cristalle C. Leonard,Research Scientist,research scientist
1073,34,Rebekah Hart Franklin,Scientist,scientist
1073,35,Sharon Posey,Scientist,scientist
1073,36,Brent Amacker & Holly Arland,Background Persons,background persons
789,0,Josh Hartnett,Eben Oleson,eben oleson
789,1,Melissa George,Stella Oleson,stella oleson
789,2,Danny Huston,Marlow,marlow
789,3,Ben Foster,The Stranger,stranger
789,4,Mark Boone Junior,Beau Brower,beau brower
789,5,Mark Rendall,Jake Olseon,jake olseon
789,6,Amber Sainsbury,Denise,denise
789,7,Manu Bennett,Billy Kitka,billy kitka
789,8,Megan Franich,Iris,iris
789,9,Joel Tobeck,Doug Hertz,doug hertz
789,10,Elizabeth Hawthorne,Lucy Ikos,lucy ikos
789,11,Nathaniel Lees,Carter Davies,carter davies
1129,0,Mandy Moore,Lisa,lisa
1129,1,Claire Holt,Kate,kate
1129,2,Chris J. Johnson,Javier,javier
1129,3,Yani Gellman,Louis,louis
1129,4,Santiago Segura,Benjamin,benjamin
1129,5,Matthew Modine,Captain Taylor,captain taylor
1129,6,Mayra Juarez,Sammie,sammie
1129,7,Axel Mansilla,Band Leader,band leader
1195,0,Sophie Nélisse,Mia,mia
1195,1,Corinne Foxx,Sasha,sasha
1195,2,Brianne Tju,Alexa,alexa
1195,3,Sistine Stallone,Nicole,nicole
1195,4,Davi Santos,Ben,ben
1195,5,Khylin Rhambo,Carl,carl
1195,6,Brec Bassinger,Catherine,catherine
1195,7,John Corbett,Grant,grant
1195,8,Nia Long,Jennifer,jennifer
936,0,Vanessa Branch,Claire Felon,claire felon
936,1,Bruce Boxleitner,Col. Martin,col martin
936,2,Rachel Miner,Sgt. Hannah,sgt hannah
936,3,Jason London,Aaron Schumacher,aaron schumacher
936,4,John Shea,Sam Whitaker,sam whitaker
936,5,Andrew Sensenig,Dr. Keane,dr keane
936,6,Billy Slaughter,Dr. Haven,dr haven
936,7,Jillian Batherson,Gomez,gomez
936,8,Lena Clark,Mindy,mindy
936,9,Damon Lipari,Kevin,kevin
936,10,VyVy Nguyen,Elisia,elisia
359,0,Mara Lynn Bastian,Susan Rather,susan rather
359,1,Charles Fuller,Colonel Peter Wayne,colonel peter wayne
359,2,Greg Kerouac,Sergeant Connor,sergeant connor
359,3,Greg Neilson,Ralph Kennedy/Joseph Ralph Dwyer,ralph kennedy joseph ralph dwyer
359,4,B.K. Smith,Detective Johnny Haller,detective johnny haller
359,5,Bob Grabill,The Killer and Police Officer,killer and police officer
359,6,Wally Koz,Captain Luca,captain luca
359,7,Ricardo Alvarez,First Male Victim,first male victim
359,8,Temple Mead,First Female Victim,first female victim
359,9,Skip Grisham,Second Male Victim,second male victim
1130,0,Autumn Federici,Lorraine,lorraine
1130,1,Micheal Buonomo,Emmett,emmett
1130,2,Chad Ridgely,Peter,peter
1130,3,Scott Burkhardt,Jimmy Timmy Beck,jimmy timmy beck
1130,4,Robin F. Baker,Stan,stan
1130,5,Alexis Kelley,Sheryl,sheryl
645,0,Chulachak Chakrabongse,Sun,sun
645,1,Sririta Jensen,Rainbow,rainbow
645,2,Paula Taylor,Meena,meena
645,3,Thepparit Raiwin,Chi,chi
645,4,Norajan Sangigern,Wawa,wawa
645,5,Titinun Keatanakon,Rajit,rajit
645,6,Ramit Romon,Moo Priew,moo priew
645,7,Pisut Praesangeam,Officer at station,officer at station
645,8,Janeen Lyons,MTV Veejay,mtv veejay
430,0,Lucio Fulci,Lucio Fulci,lucio fulci
430,1,Brett Halsey,Human Monster,human monster
430,2,David L. Thompson,Professor Egon Schwarz,professor egon schwarz
430,3,Jeoffrey Kannedy,Officer Gabriell,officer gabriell
430,4,Malisa Longo,Katya Schwarz,katya schwarz
430,5,Ria De Simone,Sopran,sopran
430,6,Sacha Darwin,Woman in the oven,woman in oven
430,7,Robert Egon,Robert Egon,robert egon
262,0,Heather Langenkamp,Heather Langenkamp,heather langenkamp
262,1,Robert Englund,Freddy Krueger,freddy krueger
262,2,Johnny Depp,Glen Lantz,glen lantz
262,3,Amanda Wyss,Tina Gray,tina gray
262,4,Nick Corri,Rod Lane,rod lane
262,5,John Saxon,John Saxon,john saxon
262,6,Ronee Blakley,Marge Thompson,marge thompson
908,0,Jackie Earle Haley,Freddy Krueger,freddy krueger
908,1,Rooney Mara,Nancy Holbrook,nancy holbrook
908,2,Kyle Gallner,Quentin Smith,quentin smith
908,3,Katie Cassidy,Kris Fowles,kris fowles
908,4,Thomas Dekker,Jesse Braun,jesse braun
908,5,Kellan Lutz,Dean Russell,dean russell
908,6,Connie Britton,Gwen Holbrook,gwen holbrook
908,7,Clancy Brown,Alan Smith,alan smith
908,8,Aaron Yoo,Marcus Yeon,marcus yeon
276,0,Mark Patton,Jesse Walsh,jesse walsh
276,1,Kim Myers,Lisa Webber,lisa webber
276,2,Robert Englund,Freddy Krueger/Bus driver,freddy krueger bus driver
276,3,Robert Rusler,Ron Grady,ron grady
276,4,Clu Gulager,Ken Walsh,ken walsh
276,5,Hope Lange,Cheryl Walsh,cheryl walsh
276,6,Christie Clark,Angela Walsh,angela walsh
276,7,Marshall Bell,Coach Schneider,coach schneider
276,8,Melinda O. Fee,Mrs. Webber,mrs webber
276,9,Tom McFadden,Eddie Webber,eddie webber
276,10,Sydney Walsh,Kerry,kerry
323,0,Heather Langenkamp,Dr. Nancy Thompson,dr nancy thompson
323,1,Patricia Arquette,Kristen Parker,kristen parker
323,2,Robert Englund,Freddy Krueger,freddy krueger
323,3,Jennifer Rubin,Taryn White,taryn white
323,4,Craig Wasso,Dr. Neil Gordon,dr neil gordon
323,5,Ken Sagoes,Roland Kincaid,roland kincaid
323,6,Rodney Eastman,Joey Crusel,joey crusel
323,7,Bradley Gregg,Phillip Anderson,phillip anderson
323,8,Ira Heiden,Will Stanton,will stanton
323,9,Laurence Fishburne,Max Daniels,max daniels
323,10,Penelope Sudrow,Jennifer Caulfield,jennifer caulfield
323,11,Beverly Bonner,Casey,casey
323,12,John Saxon,Donald Thompson,donald thompson
383,0,Robert Englund,Freddy Krueger and nurse,freddy krueger and nurse
383,1,Lisa Wilcox,Alice Johnson,alice johnson
383,2,Danny Hassel,Dan Jordan,dan jordan
383,3,Tuesday Knight,Kristen Parker,kristen parker
383,4,Ken Sagoes,Roland Kincaid,roland kincaid
383,5,Rodney Eastman,Joey Crusel,joey crusel
383,6,Andras Jones,Rick Johnson,rick johnson
383,7,Brooke Theiss,Debbie Stevens,debbie stevens
383,8,Toy Newkirk,Sheila Kopecky,sheila kopecky
383,9,Nicholas Mele,Mr. Dennis Johnson,mr dennis johnson
383,10,Brooke Bundy,Elaine Parker,elaine parker
383,11,Linnea Quigley,soul from Freddy's chest,soul from freddys chest
394,0,Robert Englund,Freddy Krueger,freddy krueger
394,1,Lisa Wilcox,Alice Johnson,alice johnson
394,2,Beatrice Boepple,Amanda Krueger,amanda krueger
394,3,Whit Hertford,Jacob Johnson,jacob johnson
394,4,Kelly Jo Minter,Yvonne Miller,yvonne miller
394,5,Danny Hassel,Dan Jordan,dan jordan
394,6,Erika Anderson,Greta Gibson,greta gibson
394,7,Nicholas Mele,Dennis Johnson,dennis johnson
394,8,Joe Seely,Mark Grey,mark grey
394,9,Valorie Armstrong,Doris Jordan,doris jordan
394,10,Burr DeBenning,Mr. Jordan,mr jordan
394,11,Clarence Felder,Edmund A. Gray,edmund a gray
394,12,Beverly Bonner,Casey,casey
394,13,Kara Marie,Baby Jacob Johnson,baby jacob johnson
1161,0,John Krasinski,Lee Abbott,lee abbott
1161,1,Emily Blunt,Evelyn Abbott,evelyn abbott
1161,2,Millicent Simmonds,Regan Abbott,regan abbott
1161,3,Noah Jupe,Marcus Abbott,marcus abbott
1161,4,Cade Woodward,Beau Abbott,beau abbott
1161,5,Ezekiel Cavoli and Evangelina Cavoli,newborn Baby Abbott.,newborn baby abbott
667,0,Im Soo-jung,Bae Su-mi,bae su mi
667,1,Moon Geun-young,Bae Su-yeon,bae su yeon
667,2,Yum Jung-ah,Heo Eun-joo,heo eun joo
667,3,Kim Kap-soo,Bae Moo-hyeon,bae moo hyeon
667,4,Lee Seung-bi,Mi-hee,mi hee
667,5,Lee Dae-yeon,Su-mi's doctor,su mis doctor
667,6,Park Mi-hyun,Mrs Bae,mrs bae
667,7,Woo Ki-hong,Sun-kyu,sun kyu
32,0,Christina von Blanc,Christina Benson,christina benson
32,1,Britt Nichols,Carmencé,carmencé
32,2,Rosa Palomar,Aunt Abigail,aunt abigail
32,3,Anne Libert,The Queen of the Night,queen of night
32,4,Howard Vernon,Uncle Howard,uncle howard
32,5,Paul Muller,Ernesto Pablo Reiner,ernesto pablo reiner
533,0,Nafisa Ali,Suzy D'Silva,suzy dsilva
533,1,Dharmendra,Jesu,jesu
533,2,Girish Karnad,Inspector Khan,inspector khan
533,3,Amjad Khan,Alphonso,alphonso
533,4,Kader Khan,D'Costa,dcosta
533,5,Padma Khanna,Rosie K. Crasto,rosie k crasto
533,6,Ravi Kishan,Mahesh Kumar,mahesh kumar
533,7,Hema Malini,Jesu's girlfriend,jesus girlfriend
533,8,Vinod Mehra,Peter,peter
51,0,William Marshall,Bishop Garnet Williams,bishop garnet williams
51,1,Terry Carter,Rev. Emmett Williams,rev emmett williams
51,2,Austin Stoker,Det. Cass Potter,det cass potter
51,3,Carol Speed,Abby Willimas,abby willimas
51,4,Juanita Moore,Miranda 'Momma' Potter,miranda momma potter
51,5,Charles Kissinger,Dr. Hennigs,dr hennigs
51,6,Elliott Moffitt,Russell Lang,russell lang
51,7,Nathan Cook,Tafa Hassan,tafa hassan
51,8,Nancy Lee Owens,Mrs. Wiggins,mrs wiggins
51,9,William P. Bradford,Dr. Rogers,dr rogers
51,10,Joann Holcomb,Lois,lois
51,11,Claude Fulkerson,Benny,benny
51,12,Bill Wlison,Dan,dan
51,13,Charles Broaddus,Joe,joe
51,14,Don Henderson,Flip,flip
546,0,Pamela Gidley,Amy Harding/Alex Langdon,amy harding alex langdon
546,1,Simon Bossell,Marshall Clark,marshall clark
546,2,Valery Nikolaev,Uri Romanov,uri romanov
546,3,Helen Moulder,Mrs. Miller,mrs miller
546,4,Norman Forsey,Mr. Peterson,mr peterson
546,5,Merlin,Frankie,frankie
9,0,Vincent Price,Doctor Anton Phibes.,doctor anton phibes
9,1,Peter Jeffrey,Inspector Trout,inspector trout
9,2,Virginia North,Vulnavia,vulnavia
9,3,Joseph Cotten,Doctor Vesalius,doctor vesalius
9,4,Terry Thomas,Doctor Longstreet,doctor longstreet
9,5,Sean Bury,Lem Vesalius,lem vesalius
9,6,Susan Travers,Nurse Allen,nurse allen
9,7,David Hutcheson,Doctor Hedgepath,doctor hedgepath
9,8,Edward Burnham,Doctor Dunwoody,doctor dunwoody
9,9,Alex Scott,Doctor Hargreaves,doctor hargreaves
9,10,Peter Gilmore,Doctor Kitaj,doctor kitaj
9,11,Maurice Kaufmann,Doctor Whitcombe,doctor whitcombe
9,12,Derek Godfrey,Crow,crow
9,13,Norman Jones,Sgt. Schenley,sgt schenley
9,14,John Cater,Waverly,waverly
9,15,John Laurie,Darrow,darrow
9,16,Caroline Munro,Phibes's wife,phibess wife
295,0,Scott Davis,Cody,cody
295,1,Jude Johnson,Sarah,sarah
295,2,Blue Thompson,Kelly,kelly
295,3,Brad McCormick,Ike,ike
295,4,Suzy Meyer,Shawn,shawn
295,5,Rex Morton,Brother Fogg,brother fogg
295,6,Victoria Chaney,Receptionist,receptionist
295,7,Gaye Bottoms,Girl in Cemetery,girl in cemetery
295,8,Van Connery,Dr. Russell,dr russell
295,9,Bubba Moore,Hiram,hiram
969,0,Benjamin Walker,Abraham Lincoln,abraham lincoln
969,1,Lux Haney-Jardine,Young Abraham Lincoln,young abraham lincoln
969,2,Dominic Cooper,Henry Sturges,henry sturges
969,3,Anthony Mackie,William Johnson,william johnson
969,4,Curtis Harris,Young Will,young will
969,5,Mary Elizabeth Winstead,Mary Todd Lincoln,mary todd lincoln
969,6,Rufus Sewell,Adam,adam
969,7,Marton Csokas,Jack Barts,jack barts
969,8,Jimmi Simpson,Joshua Speed,joshua speed
969,9,Joseph Mawle,Thomas Lincoln,thomas lincoln
969,10,Robin McLeavy,Nancy Lincoln,nancy lincoln
969,11,Erin Wasson,Vadoma,vadoma
969,12,John Rothman,Jefferson Davis,jefferson davis
969,13,Cameron M. Brown,William Wallace Lincoln,william wallace lincoln
969,14,Frank Brennan,Senator Jeb Nolan,senator jeb nolan
969,15,Jaqueline Fleming,Harriet Tubman,harriet tubman
969,16,Alan Tudyk,Stephen A. Douglas,stephen a douglas
80,0,Linda Miller,Catherine Spages,catherine spages
80,1,Mildred Clinton,Mrs. Tredoni,mrs tredoni
80,2,Paula E. Sheppard,Alice Spages,alice spages
80,3,Niles McMaster,Dominick 'Dom' Spages,dominick dom spages
80,4,Jane Lowry,Aunt Annie DeLorenze,aunt annie delorenze
80,5,Rudolph Willrich,Father Tom,father tom
80,6,Michael Hardstark,Detective Spina,detective spina
80,7,Alphonso DeNoble,Alphonso,alphonso
80,8,Gary Allen,Jim DeLorenze,jim delorenze
80,9,Brooke Shields,Karen Spages,karen spages
80,10,Louisa Horton,Dr. Whitman,dr whitman
80,11,Tom Signorelli,Detective Brennan,detective brennan
80,12,Antonino Rocca,Funeral Director,funeral director
80,13,Lillian Roth,Pathologist,pathologist
80,14,Kathy Rich,Angela DeLorenze,angela delorenze
134,0,Sigourney Weaver,Ellen Ripley,ellen ripley
134,1,Tom Skerritt,Dallas,dallas
134,2,Veronica Cartwright,Lambert,lambert
134,3,Harry Dean Stanton,Brett,brett
134,4,John Hurt,Kane,kane
134,5,Ian Holm,Ash,ash
134,6,Yaphet Kotto,Parker,parker
134,7,Bolaji Badejo,Alien,alien
134,8,Helen Horton,Mother,mother
476,0,Sigourney Weaver,Ellen Ripley,ellen ripley
476,1,Charles S. Dutton,Dillon,dillon
476,2,Charles Dance,Clemens,clemens
476,3,Paul McGann,Golic,golic
476,4,Brian Glover,Andrews,andrews
476,5,Ralph Brown,Aaron,aaron
476,6,Danny Webb,Morse,morse
476,7,Christopher John Fields,Rains,rains
476,8,Holt McCallany,Junior,junior
476,9,Lance Henriksen,Bishop II,bishop ii
476,10,Christopher Fairbanks,Murphy,murphy
1131,0,Michael Fassbender,David 8 and Walter One,david 8 and walter one
1131,1,Katherine Waterston,Janet Daniels,janet daniels
1131,2,Billy Crudup,Chris Oram,chris oram
1131,3,Danny McBride,Tennessee Faris,tennessee faris
1131,4,Demián Bichir,Carl Lope,carl lope
1131,5,Carmen Ejogo,Karine Oram,karine oram
1131,6,Jussie Smollett,Ricks,ricks
1131,7,Callie Hernandez,Upworth,upworth
1131,8,Amy Seimetz,Maggie Faris,maggie faris
1131,9,Nathaniel Dean,Hallett,hallett
1131,10,Alexander England,Ankor,ankor
1131,11,Benjamin Rigby,Ledward,ledward
1131,12,Uli Latukefu,Cole,cole
1131,13,Tess Haubrich,Sarah Rosenthal,sarah rosenthal
1131,14,James Franco,Jacob Branson,jacob branson
1131,15,Goran D. Kleut and Andrew Crawford,Neomorph and Protomorph,neomorph and protomorph
128,0,Don Leifert,Ben Zachary,ben zachary
128,1,Tom Griffith,Sheriff Cinder,sheriff cinder
128,2,Richard Dyszel,Mayor Wicker,mayor wicker
128,3,Mary Mertens,Edie Martin,edie martin
128,4,Richard Geiwitz,Pete,pete
128,5,George Stover,Steven,steven
128,6,Eleanor Herman,Mary Jane Carter,mary jane carter
128,7,Anne Frith,Dr. Ruth Sherman,dr ruth sherman
547,0,Sigourney Weaver,Ellen Ripley,ellen ripley
547,1,Winona Ryder,Annalee Call,annalee call
547,2,Dominique Pinon,Vriess,vriess
547,3,Ron Perlman,Johner,johner
547,4,Gary Dourdan,Christie,christie
547,5,Michael Wincott,Frank Elgyn,frank elgyn
547,6,Kim Flowers,Sabra Hillard,sabra hillard
547,7,Dan Hedaya,General Martin Perez,general martin perez
547,8,J.E. Freeman,Dr. Mason Wren,dr mason wren
547,9,Brad Dourif,Dr. Jonathan Gediman,dr jonathan gediman
547,10,Raymond Cruz,Vincent Distephano,vincent distephano
547,11,Leland Orser,Larry Purvis,larry purvis
684,0,Sanaa Lathan,Alexa Woods,alexa woods
684,1,Raoul Bova,Sebastian de Rosa,sebastian de rosa
684,2,Ewen Bremner,Graeme Miller,graeme miller
684,3,Colin Salmon,Maxwell Stafford,maxwell stafford
684,4,Lance Henriksen,Charles Bishop Weyland,charles bishop weyland
684,5,Tommy Flanagan,Mark Verheiden,mark verheiden
684,6,Joseph Rye,Joe Connors,joe connors
684,7,Agathe de la Bolaye,Adele Rousseau,adele rousseau
684,8,Carsten Norgaard,Rustin Quinn,rustin quinn
684,9,Sam Troughton,Thomas Parkes,thomas parkes
684,10,Ian Whyte,Predator,predator
296,0,Sigourney Weaver,Ellen Ripley,ellen ripley
296,1,Michael Biehn,Corporal Dwayne Hicks,corporal dwayne hicks
296,2,Jenette Goldstein,Private Jenette Vasquez,private jenette vasquez
296,3,Carrie Henn,"Rebecca ""Newt"" Jordan",rebecca newt jordan
296,4,Lance Henriksen,Bishop,bishop
296,5,William Hope,Lieutenant William Gorman,lieutenant william gorman
296,6,Al Matthews,Sergeant Al Apone,sergeant al apone
296,7,Bill Paxton,Private William Hudson,private william hudson
296,8,Paul Reiser,Carter J. Burke,carter j burke
296,9,Mark Rolston,Private Mark Drake,private mark drake
296,10,Cynthia Dale Scott,Corporal Cynthia Dietrich,corporal cynthia dietrich
296,11,Ricco Ross,Private Frost,private frost
296,12,Collette Hiller,Corporal Ferro,corporal ferro
296,13,Daniel Kash,Private Spunkmeyer,private spunkmeyer
296,14,Tip Tipping,Private Crowe,private crowe
296,15,Trevor Steedman,Private Weizrbowski,private weizrbowski
790,0,Steven Pasquale,Dallas Howard,dallas howard
790,1,Reiko Aylesworth,Kelly O´Brian,kelly o brian
790,2,John Ortiz,Edward Morales,edward morales
790,3,Johnny Lewis,Richard Howard,richard howard
790,4,Ariel Gade,Molly O'Brian,molly obrian
790,5,Sam Trammell,Timothy O'Brian,timothy obrian
790,6,Kristen Hager,Jesse,jesse
790,7,Ian Whyte,Predator ''Wolf'',predator wolf
790,8,Tom Woodruff Jr.,Predalien,predalien
790,9,Robert Joy,Colonel Stevens,colonel stevens
790,10,Gina Holden,Carrie Adams,carrie adams
790,11,Chelah Horsdal,Darcy Benson,darcy benson
790,12,David Hornsby,Drew,drew
790,13,Francoise Yip,Miss Yutani,miss yutani
745,0,Amber Heard,Mandy Lane,mandy lane
745,1,Michael Welch,Emmet,emmet
745,2,Anson Mount,Garth,garth
745,3,Whitney Able,Chloe,chloe
745,4,Edwin Hodge,Bird,bird
745,5,Aaron Himelstein,Red,red
745,6,Luke Grimes,Jake,jake
745,7,Melissa Price,Marlin,marlin
147,0,Robert Forster,David Madison,david madison
147,1,Robin Riker,Marisa Kendall,marisa kendall
147,2,Michael V. Gazzo,Chief Clark,chief clark
147,3,Dean Jagger,Slade,slade
147,4,Sydney Lassick,Luke Gutchel,luke gutchel
147,5,Jack Carter,Mayor,mayor
147,6,Perry Lang,Officer Jim Kelly,officer jim kelly
147,7,Henry Silva,Col. Brock,col brock
147,8,Bart Braverman,Thomas Kemp,thomas kemp
147,9,John Lisbon Wood,Mad Bomber,mad bomber
147,10,James Ingersoll,Arthur Helms,arthur helms
147,11,Robert Doyle,Bill Kendall,bill kendall
147,12,Patti Jerome,Mrs. Madeline Kendall,mrs madeline kendall
147,13,Robert Hammond,Wedding Guest,wedding guest
147,14,Angel Tompkins,Newswoman,newswoman
147,15,Sue Lyon,ABC Newswoman,abc newswoman
457,0,Joseph Bolonga,David Hodges,david hodges
457,1,Dee Wallace,Christine Hodges,christine hodges
457,2,Richard Lynch,Hawk Hawkins,hawk hawkins
457,3,Woody Brown,Rich Harmon,rich harmon
457,4,Holly Gagnier,Sheri Anderson,sheri anderson
457,5,Bill Daily,Mayor Anderson,mayor anderson
457,6,Steve Railsback,Vincent Brown,vincent brown
457,7,Brock Peters,Chief Speed,chief speed
457,8,Trevor Eyster,J.J. Hodges,jj hodges
457,9,Voyo Goric,Carmen,carmen
708,0,Christian Slater,Edward Carnby,edward carnby
708,1,Tara Reid,Aline Cedrac,aline cedrac
708,2,Stephen Dorff,Commander Richard Burke,commander richard burke
708,3,Frank C. Turner,Agent Fischer,agent fischer
708,4,Matthew Walker,Professor Lionel Hudgens,professor lionel hudgens
708,5,Will Sanderson,Agent Miles,agent miles
708,6,Mike Dopud,Agent Turner,agent turner
708,7,Francoise Yip,Agent Cheung,agent cheung
708,8,Karin Konoval,Sister Clara,sister clara
708,9,Brendan Fletcher,Cab Driver,cab driver
219,0,Jack Palance,Frank Hawkes,frank hawkes
219,1,Donald Pleasence,Dr. Leo Bain,dr leo bain
219,2,Martin Landau,Byron 'Preacher' Sutcliff,byron preacher sutcliff
219,3,Dwight Schultz,Dr. Dan Potter,dr dan potter
219,4,Erland van Lidth,Ronald 'Fatty' Elster,ronald fatty elster
219,5,Deborah Hedwall,Nell Potter,nell potter
219,6,Lee Taylor-Allan,Toni Potter,toni potter
219,7,Phillip Clark,Tom Smith,tom smith
219,8,Elizabeth Ward,Lyla Potter,lyla potter
219,9,Brent Jennings,Ray Curtis,ray curtis
833,0,Rick Yune,Edward Carnby,edward carnby
833,1,Rachel Specter,Natalie,natalie
833,2,Lance Henriksen,Abner Lundberg,abner lundberg
833,3,Bill Moseley,Dexter,dexter
833,4,Ralf Möller,Boyle,boyle
833,5,Danny Trejo,Perry,perry
833,6,Zack Ward,Xavier,xavier
746,0,Paul McCarthy-Boyington,Cody,cody
746,1,Brad William Henke,Duke,duke
746,2,Michael C. Williams,Otis,otis
746,3,Adam Kaufman,Wyatt,wyatt
746,4,Catherine Mangan,Hope,hope
746,5,James Gammon,Sheriff Tom Herderson,sheriff tom herderson
746,6,Joe Unger,Mr. Towne,mr towne
148,0,William Hurt,"Dr. Edward ""Eddie"" Jessup",dr edward eddie jessup
148,1,Blair Brown,Emily Jessup,emily jessup
148,2,Bob Balaban,Arthur Rosenberg,arthur rosenberg
148,3,Charles Haid,Mason Parrish,mason parrish
148,4,Thaao Penghlis,Eduardo Echeverria,eduardo echeverria
148,5,Drew Barrymore,Margaret Jessup,margaret jessup
148,6,Megan Jeffers,Grace Jessup,grace jessup
148,7,Dori Brenner,Sylvia Rosenberg,sylvia rosenberg
148,8,Peter Brandon,Alan Hobart,alan hobart
148,9,George Gaynes,Dr. Wissenschaft,dr wissenschaft
148,10,Jack Murdock,Hector Orteco,hector orteco
148,11,John Larroquette,X-ray technician,x ray technician
1013,0,Jade Dornfeld,Alyce,alyce
1013,1,Tamara Feldman,Carroll,carroll
1013,2,James Duval,Vince,vince
1013,3,Eddie Rouse,Rex,rex
1013,4,Larry Cedar,Harold,harold
1013,5,Yorgo Constantine,Warner,warner
1013,6,Megan Gallagher,Ginny,ginny
1013,7,Rena Owen,Danielle,danielle
1013,8,Tracey Walter,Landlord,landlord
1013,9,Bret Roberts,Mike,mike
1013,10,Max E. Williams,Kurt,kurt
1013,11,Whitney Anderson,Renee,renee
1013,12,Siri Baruc,Erin,erin
1013,13,Jake Thornton,Clive,clive
1013,14,Gus Krieger,Quinn,quinn
1013,15,Victor Avitia,Santiago,santiago
1013,16,Catero Colbert,Mouse,mouse
1013,17,Brian McGuire,March,march
1013,18,Adam Novak,Clark,clark
1013,19,Shannon Malone,Faye,faye
1013,20,Jim Roof,Chester,chester
1013,21,Allison Goodman,Dina,dina
970,0,Miss Margot,The antagonistic protagonist of the film.,antagonistic protagonist of film
970,1,Daria,One of the film's protagonists and Miss Margot's unfortunate victims and members of her ghostly family.,one of films protagonists and miss margots unfortunate victims and members of her ghostly family
970,2,Missy,A friend of Daria's.,a friend of darias
970,3,The Kappas,A cult based university group who fall prey to Miss Margot's killing spree.,a cult based university group who fall prey to miss margots killing spree
970,4,Ghosts,Miss Margot's victims/minons including Daria,miss margots victims minons including daria
970,5,Colleen,The sadistic leader of The Kappas and,sadistic leader of kappas and
970,6,Two Strapping Students,Two university students who appear at the end of the film,two university students who appear at end of film
970,7,Lloyd,A friend of Daria's and,a friend of darias and
971,0,Katharine Isabelle,Mary Mason,mary mason
971,1,Antonio Cupo,Billy Barker,billy barker
971,2,Tristan Risk,Beatress Johnson,beatress johnson
971,3,David Lovgren,Dr. Grant,dr grant
971,4,Paula Lindberg,Ruby Realgirl,ruby realgirl
971,5,Clay St. Thomas,Dr. Walsh,dr walsh
971,6,John Emmet Tracy,Detective Dolor,detective dolor
971,7,Twan Holliday,Lance Delgreggo,lance delgreggo
971,8,Nelson Wong,Dr. Black,dr black
971,9,Sylvia Soska,Twin #1,twin 1
971,10,Jen Soska,Twin #2,twin 2
971,11,Paul Athony,Rat,rat
971,12,Sean Amsing,Security Guard,security guard
971,13,Travis Watters,Mr. Realgirl,mr realgirl
971,14,Marius Soska,Dr. Janusz,dr janusz
608,0,Christian Bale,Patrick Bateman,patrick bateman
608,1,Reese Witherspoon,Evelyn Williams,evelyn williams
608,2,Chloë Sevigny,Jean,jean
608,3,Justin Theroux,Timothy Bryce,timothy bryce
608,4,Josh Lucas,Craig McDermott,craig mcdermott
608,5,Bill Sage,David Van Patten,david van patten
608,6,Matt Ross,Luis Carruthers,luis carruthers
608,7,Jared Leto,Paul Allen,paul allen
608,8,Samantha Mathis,Courtney Rawlinson,courtney rawlinson
608,9,Willem Dafoe,Detective Donald Kimball,detective donald kimball
608,10,Cara Seymour,Christie,christie
608,11,Guinevere Turner,Elizabeth,elizabeth
608,12,Krista Sutton,Sabrina,sabrina
608,13,Catherine Black,Vanden,vanden
608,14,Stephen Bogaert,Harold Carnes,harold carnes
608,15,Anthony Lemke,Marcus Halberstram,marcus halberstram
608,16,Patricia Gage,Mrs. Wolfe,mrs wolfe
608,17,Reg E. Cathey,Homeless Man,homeless man
243,0,Tony Roberts,John Baxter,john baxter
243,1,Tess Harper,Nancy Baxter,nancy baxter
243,2,Lori Loughlin,Susan Baxter,susan baxter
243,3,Robert Joy,Eliot West,eliot west
243,4,Candy Clark,Melanie,melanie
243,5,Meg Ryan,Lisa,lisa
243,6,Neill Barry,Jeff,jeff
395,0,Patty Duke,Nancy Evans,nancy evans
395,1,Jane Wyatt,Alice Leacock,alice leacock
395,2,Fredric Lehne,Father Kibbler,father kibbler
395,3,Lou Hancock,Peggy,peggy
395,4,Brandy Gold,Jessica Evans,jessica evans
395,5,Zoe Trilling,Amanda Evans,amanda evans
395,6,Aron Eisenberg,Brian Evans,brian evans
395,7,Norman Lloyd,Father Manfred,father manfred
395,8,Robert Alan Browne,Donald McTear,donald mctear
