Horror Wiki Index,char index,actor,character,stripped character,killed
479,8,Murray Keane,"Pete ""Scroat"" Otis",pete scroat otis,N/A
479,9,Glenis Levestam,Mrs. Nora Matheson,mrs nora matheson,N/A
479,10,Lewis Rowe,Mr. Albert Matheson,mr albert matheson,N/A
479,11,Elizabeth Mulfaxe,Rita Bridell,rita bridell,N/A
479,12,Harry Sinclair,Roger Tryton,roger tryton,N/A
479,13,Davina Whitehouse,Mary Sanchez Paquita's grandmother,mary sanchez paquitas grandmother,N/A
479,14,Silvio Famularo,Slaver Don Sanchez Paquita's father,slaver don sanchez paquitas father,N/A
479,15,Daniel Sabic,Baby Zombie Selwyn Matheson,baby zombie selwyn matheson,N/A
479,16,Tommy Dee Jacy,Sumatrn Rat-Monkey/Various Zombies,sumatrn rat monkey various zombies,N/A
479,17,Bill Ralston,Zoo official Stewart McAlden,zoo official stewart mcalden,N/A
479,18,Forrest J. Ackerman,Forry,forry,N/A
480,0,Gary Oldman,Count Dracula/Vlad III the Impaler,count dracula vlad iii impaler,N/A
480,1,Winona Ryder,Mina Harker/Elisabeta,mina harker elisabeta,N/A
480,2,Anthony Hopkins,Professor Abraham Van Helsing/Priest/Principal Narrator,professor abraham van helsing priest principal narrator,N/A
480,3,Keanu Reeves,Jonathan Harker,jonathan harker,N/A
480,4,Richard E. Grant,Dr. Jack Seward,dr jack seward,N/A
480,5,Cary Elwes,Sir Arthur Holmwood,sir arthur holmwood,N/A
480,6,Billy Campbell,Quincey Morris,quincey morris,N/A
480,7,Sadie Frost,Lucy Westenra,lucy westenra,N/A
480,8,Tom Waits,R. M. Renfield,r m renfield,N/A
480,9,Monica Bellucci,Dracula's Bride,draculas bride,N/A
480,10,Michaela Bercu,Dracula's Bride,draculas bride,N/A
480,11,Florina Kendrick,Dracula's Bride,draculas bride,N/A
480,12,Jay Robinson,Mr. Hawkins,mr hawkins,N/A
751,0,Michelle Rodriguez,Nicki,nicki,N/A
751,1,Richard T. Jones,Mike,mike,N/A
751,2,Oliver Hudson,John,john,N/A
751,3,Taryn Manning,Sara,sara,N/A
751,4,Eric Lively,Matt,matt,N/A
751,5,Hill Harper,Noah,noah,N/A
751,6,Nick Boraine,Luke,luke,N/A
751,7,Lisa-Marie Schneider,Jenny,jenny,N/A
277,0,Sting,Baron Charles Frankenstein,baron charles frankenstein,N/A
277,1,Jennifer Beals,Eva,eva,N/A
277,2,Clancy Brown,Viktor,viktor,N/A
277,3,David Rappaport,Rinaldo,rinaldo,N/A
277,4,Geraldine Page,Mrs. Baumann,mrs baumann,N/A
277,5,Anthony Higgins,Clerval,clerval,N/A
277,6,Cary Elwes,Josef Schoden,josef schoden,N/A
277,7,Timothy Spall,Paulus,paulus,N/A
277,8,Veruschka,The Countess,countess,N/A
277,9,Alexei Sayle,Magar,magar,N/A
277,10,Quentin Crisp,Doctor Zalhus,doctor zalhus,N/A
277,11,Phil Daniels,Bela,bela,N/A
277,12,Ken Campbell,s Pedlar,s pedlar,N/A
570,0,Jennifer Tilly,Tiffany/the voice of Tiffany Ray,tiffany voice of tiffany ray,N/A
570,1,Brad Dourif,the voice of Chucky,voice of chucky,N/A
570,2,Katherine Heigl,Jade,jade,N/A
570,3,Nick Stabile,Jesse,jesse,N/A
570,4,Alexis Arquette,Howard Fitzwater/Damien Baylock,howard fitzwater damien baylock,N/A
570,5,Gordon Michael Woolvett,David Collins,david collins,N/A
570,6,John Ritter,Chief Warren Kincaid,chief warren kincaid,N/A
570,7,Lawrence Dane,Lt. Preston,lt preston,N/A
570,8,Michael Louis Johnson,"Officer ""Needlenose"" Norton",officer needlenose norton,N/A
570,9,James Gallanders,Russ,russ,N/A
570,10,Janet Kidder,Diane,diane,N/A
570,11,Vince Corazza,Officer Robert Bailey,officer robert bailey,N/A
570,12,Kathy Najimy,Motel Maid,motel maid,N/A
1200,0,Elizabeth Banks,Tori Breyer,tori breyer,N/A
1200,1,David Denman,Kyle Breyer,kyle breyer,N/A
1200,2,Jackson A. Dunn,Brandon Breyer / Brightburn,brandon breyer brightburn,N/A
1200,3,Matt Jones,Noah McNichol,noah mcnichol,N/A
1200,4,Meredith Hagner,Merilee McNichol,merilee mcnichol,N/A
1200,5,Abraham Clinkscales,Royce,royce,N/A
1200,6,Christian Finlayson,Fauxhawk,fauxhawk,N/A
1200,7,Jennifer Holland,Ms. Espenschied,ms espenschied,N/A
1200,8,Emmie Hunter,Caitlyn Connor,caitlyn connor,N/A
1200,9,Becky Wahlstrom,Erica Connor,erica connor,N/A
1200,10,Gregory Alan Williams,Sheriff Deever,sheriff deever,N/A
1200,11,Anne Humphrey,Deputy Aryes,deputy aryes,N/A
1200,12,Steve Agee,EJ,ej,N/A
1200,13,Stephen Blackehart,Travis,travis,N/A
1200,14,Michael Rooker,the Big T,big t,N/A
481,0,Kristy Swanson,Buffy Summers,buffy summers,N/A
481,1,Donald Sutherland,Merrick Jamison-Smythe,merrick jamison smythe,N/A
481,2,Paul Reubens,Amilyn/Lefty,amilyn lefty,N/A
481,3,Rutger Hauer,Lothos,lothos,N/A
481,4,Luke Perry,Oliver Pike,oliver pike,N/A
481,5,Hilary Swank,Kimberly Hannah,kimberly hannah,N/A
481,6,David Arquette,Benny Jacks,benny jacks,N/A
481,7,Stephen Root,Gary Murray,gary murray,N/A
481,8,Paris Vaughan,"Nicole ""Nicki""",nicole nicki,N/A
481,9,Natasha Gregson Wagner,Cassandra,cassandra,N/A
481,10,Tom Jane,Zeph,zeph,N/A
481,11,Candy Clark,Buffy's Mom,buffys mom,N/A
71,0,Bradford Dillman,Professor James Parmiter,professor james parmiter,N/A
71,1,Joanna Miles,Carrie Parmiter,carrie parmiter,N/A
71,2,Richard Gilliland,Gerald Metbaum,gerald metbaum,N/A
71,3,Jamie Smith-Jackson,Norma Tacker,norma tacker,N/A
71,4,Alan Fudge,Professor Mark Ross,professor mark ross,N/A
71,5,Patty McCormack,Sylvia Ross,sylvia ross,N/A
71,6,Jesse Vint,Tom Tacker,tom tacker,N/A
71,7,Frederic Downs,Henry Tacker,henry tacker,N/A
71,8,Brendan Dillon,Charlie,charlie,N/A
71,9,James Greene,Reverend Kern,reverend kern,N/A
429,0,Tim Matheson,Clint Goodman,clint goodman,N/A
429,1,Jennifer Jason Leigh,Joanna Goodman,joanna goodman,N/A
429,2,William Atherton,Dr. Cortland 'Cort' van Owen,dr cortland cort van owen,N/A
429,3,Hoyt Axton,Sheriff Sam Eberly,sheriff sam eberly,N/A
429,4,Jay Gerber,Quintan,quintan,N/A
429,5,Wayne Grace,Bill Scorby,bill scorby,N/A
429,6,Donald Hotton,Reynolds,reynolds,N/A
429,7,Brian Libby,Earl,earl,N/A
429,8,Peg Shirley,Helen Eberley,helen eberley,N/A
551,0,Ally Sheedy,Laura Riskin,laura riskin,N/A
551,1,Stephen Caffrey,Randy Riskin,randy riskin,N/A
551,2,Tracey Needham,Roxanne,roxanne,N/A
551,3,Tim Matheson,Clint Goodman/Michael Haden,clint goodman michael haden,N/A
551,4,Brian Libby,Earl,earl,N/A
551,5,Shawnette Baity,the Gospel Singer,gospel singer,N/A
551,6,Clifton Daniel,Walter,walter,N/A
551,7,Ron Dortch,Doctor Diner,doctor diner,N/A
551,8,Keith Flippen,the Assistant Embalmer,assistant embalmer,N/A
551,9,Tommy Hinkley,Sheriff Jim Puller,sheriff jim puller,N/A
186,0,Brian Matthews,Todd,todd,N/A
186,1,Keith Mandell,Young Todd,young todd,N/A
186,2,Brian Backer,Alfred,alfred,N/A
186,3,Leah Ayres,Michelle,michelle,N/A
186,4,Larry Joshua,Glazer,glazer,N/A
186,5,Lou David,Cropsy,cropsy,N/A
186,6,Jason Alexander,Dave,dave,N/A
186,7,Ned Eisenberg,Eddy,eddy,N/A
186,8,Fisher Stevens,Woodstock,woodstock,N/A
186,9,Carrick Glenn,Sally,sally,N/A
186,10,Carolyn Houlihan,Karen,karen,N/A
861,0,Clancy Brown,John Clay,john clay,N/A
861,1,William Mapother,William Parcher,william parcher,N/A
861,2,Laura Leighton,Gertrude Spacks,gertrude spacks,N/A
861,3,Alexandra Edmo,Faith,faith,N/A
861,4,Sean Patrick Thomas,Walnut Callaghan,walnut callaghan,N/A
861,5,Doug Hutchison,Henry Victor,henry victor,N/A
861,6,Tatanka Means,Tall Ute,tall ute,N/A
861,7,Anthony Parker,Ten Bear,ten bear,N/A
861,8,Karl Geary,Fergus Coffey,fergus coffey,N/A
861,9,Galen Hutchison,Dobie Spacks,dobie spacks,N/A
861,10,David Mindhunter,Dull Kinfe,dull kinfe,N/A
861,11,Jocelin Donahue,Maryanne Stewart,maryanne stewart,N/A
1156,0,Douglas Jones,Elliot,elliot,True
1156,1,Lucien Laviscount,John,john,True
1156,2,Cressida Bonas,Sasha,sasha,True
1156,3,Doug Jones,The Bye Bye Man,bye bye man,False
1156,4,Carrie-Anne Moss,Detective Shaw,detective shaw,False
1156,5,Faye Dunaway,"Widow Redmon
Keelin Woodell - Young Widow Redmon",widow redmon keelin woodell young widow redmon,False
1156,6,Keelin Woodell,Young Widow Redmon,young widow redmon,False
1156,7,Michael Trucco,Virgil,virgil,False
1156,8,Cleo King,Mrs. Watkins,mrs watkins,True
1156,9,Jenna Kannel,Kim,kim,True
1156,10,Erica Tremblay,Alice,alice,False
1156,11,Leigh Whannell,Larry,larry,True
263,0,John Heard,George Cooper,george cooper,N/A
263,1,Daniel Stern,"A.J. ""The Reverend"" Shepherd",aj reverend shepherd,N/A
263,2,Christopher Curry,Captain Bosch,captain bosch,N/A
263,3,Kim Greist,Lauren Daniels,lauren daniels,N/A
263,4,J.C. Quinn,Murphy,murphy,N/A
263,5,Michael O'Hare,Fuller,fuller,N/A
263,6,Peter Michael Goetz,Gramps,gramps,N/A
263,7,Sam McMurray,Officer Crespi,officer crespi,N/A
263,8,Frankie R. Faison,Sgt. Parker,sgt parker,N/A
263,9,John Goodman,Diner cop,diner cop,N/A
263,10,Jay Thomas,Diner cop,diner cop,N/A
263,11,Hallie Foote,Waitress,waitress,N/A
263,12,Graham Beckel,Val,val,N/A
263,13,Jon Polito,Newscaster,newscaster,N/A
263,14,George Martin,Wilson,wilson,N/A
396,0,Brian Robbins,Steve Williams,steve williams,N/A
396,1,Bill Calvert,Kevin,kevin,N/A
396,2,Tricia Leigh Fisher,Katie Norton,katie norton,N/A
396,3,Gerrit Graham,Bud Oliver,bud oliver,N/A
396,4,Robert Vaughn,Colonel Masters,colonel masters,N/A
396,5,Larry Cedar,Graves,graves,N/A
396,6,Bianca Jagger,Velma,velma,N/A
396,7,Larry Linville,Dr. Jewell,dr jewell,N/A
