Horror Wiki Index,char index,actor,character,stripped character,killed,actor url,race,gender
404,10,Betty Carvalho,Nurse Patsey,nurse patsey,True,,Unlisted,Unlisted
404,11,Troy Evans,Deputy Charlie Bloch,deputy charlie bloch,True,,White,Male
404,12,Frank Como,Deputy Nick Ross,deputy nick ross,True,,Unlisted,Unlisted
404,13,David Ursin,Deputy Tom Farrah,deputy tom farrah,True,,White,Male
522,0,Donald Pleasence,Dr. Sam Loomis,dr sam loomis,False,http://www.nndb.com/people/611/000032515/,White,Male
522,1,Paul Rudd,Tommy Doyle,tommy doyle,False,http://www.nndb.com/people/656/000044524/,White,Male
522,2,Marianne Hagan,Kara Strode,kara strode,False,,Unlisted,Unlisted
522,3,Mitchell Ryan,Dr. Terence Wynn,dr terence wynn,True,http://www.nndb.com/people/101/000347057/,White,Male
522,4,Devin Gardner,Danny Strode,danny strode,False,,Unlisted,Unlisted
522,5,George P. Wilbur,"Michael Myers
A. Michael Lerner as Michael Myers",michael myers a michael lerner as michael myers,False,,Unlisted,Unlisted
522,6,A. Michael Lerner,Michael Myers,michael myers,False,,Unlisted,Unlisted
522,7,J.C. Brandy,"Jamie Lloyd
Danielle Harris as Young Jamie Lloyd",jamie lloyd danielle harris as young jamie lloyd,False,,White,Other
522,8,Danielle Harris,Young Jamie Lloyd,young jamie lloyd,False,http://www.nndb.com/people/791/000109464/,White,Female
522,9,Mariah O'Brien,Beth,beth,True,,Unlisted,Unlisted
522,10,Kim Darby,Debra Strode,debra strode,True,http://www.nndb.com/people/372/000110042/,White,Female
522,11,Bradford English,John Strode,john strode,True,,White,Male
522,12,Leo Geter,Barry Simms,barry simms,True,,Unlisted,Unlisted
522,13,Susan Swift,Nurse Mary,nurse mary,True,,Unlisted,Unlisted
522,14,Alan Echeverria,Dr. Bonham,dr bonham,True,,Unlisted,Unlisted
522,15,Janice Knickrehm,Mrs. Blankenship,mrs blankenship,True,,Unlisted,Unlisted
577,0,Jamie Lee Curtis,Laurie Strode/Keri Tate,laurie strode keri tate,False,http://www.nndb.com/people/749/000023680/,White,Female
577,1,Chris Durand,Michael Myers,michael myers,False,,Unlisted,Unlisted
577,2,Josh Hartnett,John Tate,john tate,False,http://www.nndb.com/people/064/000022995/,White,Male
577,3,Adam Arkin,Will Brennan,will brennan,True,http://www.nndb.com/people/462/000025387/,White,Male
577,4,Michelle Williams,Molly Cartwell,molly cartwell,False,http://www.nndb.com/people/849/000044717/,Black,Female
577,5,Jodi Lyn O'Keefe,Sarah Wainthrope,sarah wainthrope,True,http://www.nndb.com/people/642/000162156/,White,Female
577,6,Janet Leigh,Norma Watson,norma watson,False,http://www.nndb.com/people/211/000023142/,White,Female
577,7,Adam Hann-Byrd,Charlie Deveraux,charlie deveraux,False,,Unlisted,Unlisted
577,8,LL Cool J,"Ronald ""Ronny"" Jones",ronald ronny jones,False,http://www.nndb.com/people/544/000024472/,Black,Male
577,9,Joseph Gordon-Levitt,Jimmy Howell,jimmy howell,True,http://www.nndb.com/people/609/000086351/,White,Male
577,10,Nancy Stephens,Marion Chambers-Whittington,marion chambers whittington,False,,Unlisted,Unlisted
577,11,Lisa Gay Hamilton,"Shirley ""Shirl"" Jones",shirley shirl jones,False,http://www.nndb.com/people/088/000131692/,Black,Female
577,12,Matt Winston,Matt Sampson,matt sampson,False,,White,Male
577,13,Beau Billingslea,Detective Fitzsimmons,detective fitzsimmons,False,,White,Male
577,14,Branden Williams,Tony Alegre,tony alegre,False,,Black,Male
883,0,Malcolm McDowell,Samuel Loomis,samuel loomis,True,http://www.nndb.com/people/485/000024413/,White,Male
883,1,Tyler Mane,Michael Myers,michael myers,False,http://www.nndb.com/people/193/000162704/,White,Male
883,2,Sheri Moon Zombie,Deborah Myers,deborah myers,False,http://www.nndb.com/people/194/000160711/,White,Female
883,3,Brad Dourif,Sheriff Leigh Brackett,sheriff leigh brackett,False,http://www.nndb.com/people/591/000056423/,White,Male
883,4,Danielle Harris,Annie Brackett,annie brackett,True,http://www.nndb.com/people/791/000109464/,White,Female
883,5,Scout Taylor-Compton,Laurie Strode/Angel Myers,laurie strode angel myers,False,,Unlisted,Unlisted
883,6,Mark Boone Junior,Floyd,floyd,True,http://www.nndb.com/people/862/000346821/,White,Male
883,7,Chris Hardwick,David Newman,david newman,False,,White,Male
883,8,"""Weird Al"" Yankovic","""Weird Al"" Yankovic",weird al yankovic,False,,Unlisted,Unlisted
883,9,Octavia Spencer,Nurse Daniels,nurse daniels,False,http://www.nndb.com/people/304/000281458/,Black,Female
883,10,Margot Kidder,Barbara Collier,barbara collier,False,http://www.nndb.com/people/921/000024849/,White,Female
883,11,Brea Grant,Mya Rockwell,mya rockwell,True,,White,Other
883,12,Angela Trimbur,Harley David,harley david,True,,White,Female
198,0,Jamie Lee Curtis,Laurie Strode,laurie strode,False,http://www.nndb.com/people/749/000023680/,White,Female
198,1,Donald Pleasence,Dr. Sam Loomis,dr sam loomis,False,http://www.nndb.com/people/611/000032515/,White,Male
198,2,Charles Cyphers,Leigh Brackett,leigh brackett,False,http://www.nndb.com/people/042/000353977/,White,Male
198,3,Lance Guest,Jimmy,jimmy,False,http://www.nndb.com/people/759/000141336/,White,Male
198,4,Hunter von Leer,Gary Hunt,gary hunt,False,,Unlisted,Unlisted
198,5,Tawny Moyer,Jill Franco,jill franco,True,,White,Other
198,6,Ana Alicia,Janet Marshall,janet marshall,True,http://www.nndb.com/people/220/000173698/,Hispanic,Female
198,7,Nancy Stephens,Marion Chambers,marion chambers,False,,Unlisted,Unlisted
198,8,Gloria Gifford,Mrs. Virginia Alves,mrs virginia alves,False,,Unlisted,Unlisted
198,9,Leo Rossi,Budd Scarlotti,budd scarlotti,True,http://www.nndb.com/people/182/000347138/,White,Male
198,10,Ford Rainey,Dr. Frederick Mixter,dr frederick mixter,True,http://www.nndb.com/people/490/000102184/,White,Male
198,11,Jeffrey Kramer,Graham,graham,False,,Unlisted,Unlisted
198,12,Dick Warlock,The Shape,shape,False,,White,Male
198,13,Cliff Emmich,Mr. Garrett,mr garrett,False,,White,Male
198,14,John Zenda,Marshal,marshal,True,,Unlisted,Unlisted
198,15,Lucille Benson,Mrs Elrod,mrs elrod,False,,Unlisted,Unlisted
198,16,Nancy Loomis,Annie Brackett,annie brackett,False,,Unlisted,Unlisted
198,17,Anne Bruner,Alice Martin,alice martin,True,,Unlisted,Unlisted
198,18,Jack Verbois,Bennett Tramer,bennett tramer,False,,White,Male
198,19,Catherine Bergstrom,Producer,producer,False,,Unlisted,Unlisted
198,20,Dana Carvey,Assistant,assistant,False,http://www.nndb.com/people/421/000025346/,White,Male
227,0,Tom Atkins,Dr. Daniel Challis,dr daniel challis,False,http://www.nndb.com/people/426/000051273/,White,Male
227,1,Stacey Nelkin,Ellie Grimbridge,ellie grimbridge,True,,White,Female
227,2,Dan O'Herlihy,Conal Cochran,conal cochran,True,http://www.nndb.com/people/288/000090018/,White,Male
227,3,Michael Currie,Rafferty,rafferty,False,,Unlisted,Unlisted
227,4,Ralph Strait,Buddy Kupfer,buddy kupfer,True,,Unlisted,Unlisted
227,5,Jadeen Barbor,Betty Kupfer,betty kupfer,True,,Unlisted,Unlisted
227,6,Brad Schacter,Buddy Kupfer Jr,buddy kupfer jr,True,,Unlisted,Unlisted
227,7,Garn Stephens,Marge Guttman,marge guttman,True,,Unlisted,Unlisted
227,8,Al Berry,Harry Grimbridge,harry grimbridge,True,,Unlisted,Unlisted
227,9,Wendy Wessberg,Teddy,teddy,True,,Unlisted,Unlisted
227,10,Essex Smith,Walter Jones,walter jones,False,,Unlisted,Unlisted
227,11,Nancy Kyes,Linda Challis,linda challis,False,,Unlisted,Unlisted
227,12,Jonathan Terry,Starker,starker,True,,Unlisted,Unlisted
227,13,Maidie Norman,Nurse Agnes,nurse agnes,False,,Unlisted,Unlisted
227,14,Paddi Edwards,Secretary,secretary,False,,Unlisted,Unlisted
227,15,Joshua John Miller,Willie Challis,willie challis,False,,Unlisted,Unlisted
227,16,Michelle Walker,Bella Challis,bella challis,False,,Unlisted,Unlisted
227,17,Dick Warlock,Assassin Android,assassin android,False,,White,Male
656,0,Brad Loree,Michael Myers,michael myers,False,,White,Male
656,1,Busta Rhymes,Freddie Harris,freddie harris,False,http://www.nndb.com/people/093/000079853/,Black,Male
656,2,Bianca Kajlich,Sara Moyer,sara moyer,False,http://www.nndb.com/people/362/000239642/,White,Female
656,3,Thomas Ian Nicholas,Bill Woodlake,bill woodlake,True,http://www.nndb.com/people/527/000110197/,White,Male
656,4,Ryan Merriman,Myles Deckard Barton,myles deckard barton,False,http://www.nndb.com/people/137/000109807/,White,Male
656,5,Daisy McCrackin,Donna Chang,donna chang,True,,White,Female
656,6,Katee Sackhoff,Jennifer 'Jen' Danzig,jennifer jen danzig,False,http://www.nndb.com/people/417/000159937/,White,Female
656,7,Luke Kirby,Jim Morgan,jim morgan,True,http://www.nndb.com/people/631/000403419/,White,Male
656,8,Sean Patrick Thomas,Rudy Grimes,rudy grimes,False,http://www.nndb.com/people/965/000031872/,Black,Male
656,9,Tyra Banks,Nora Winston,nora winston,True,http://www.nndb.com/people/757/000025682/,Black,Female
656,10,Jamie Lee Curtis,Laurie Strode,laurie strode,True,http://www.nndb.com/people/749/000023680/,White,Female
656,11,Lorena Gale,Nurse Wells,nurse wells,False,http://www.nndb.com/people/132/000347088/,Black,Female
656,12,Marisa Rudiak,Nurse Phillips,nurse phillips,False,,Unlisted,Unlisted
656,13,Brent Chapman,Franklin Munroe,franklin munroe,True,,Unlisted,Unlisted
656,14,Dan Joffre,Willie Haines,willie haines,True,,White,Male
656,15,Gus Lynch,Harold Trumble,harold trumble,False,,White,Male
656,16,Haig Sutherland,Aron,aron,False,,White,Male
656,17,Brad Sihvon,Charlie Albans,charlie albans,False,,White,Male
656,18,Rick Rosenthal,Professor Mixter,professor mixter,False,http://www.nndb.com/people/960/000174438/,White,Male
36,0,Hannah,Queen of the Vampires  at the Internet Movie Database,queen of vampires at internet movie database,,http://www.nndb.com/people/074/000107750/,White,Female
36,1,Hannah,Queen of the Vampires at Wikipedia,queen of vampires at wikipedia,,http://www.nndb.com/people/074/000107750/,White,Female
36,2,Hannah,Queen of the Vampires at Rotten Tomatoes,queen of vampires at rotten tomatoes,,http://www.nndb.com/people/074/000107750/,White,Female
631,0,Anthony Hopkins,Dr. Hannibal Lecter,dr hannibal lecter,,http://www.nndb.com/people/005/000023933/,White,Male
631,1,Julianne Moore,Clarice Starling,clarice starling,,http://www.nndb.com/people/670/000023601/,White,Female
631,2,Gary Oldman,Mason Verger,mason verger,,http://www.nndb.com/people/550/000022484/,White,Male
631,3,Ray Liotta,Paul Krendler,paul krendler,,http://www.nndb.com/people/443/000025368/,White,Male
631,4,Frankie R. Faison,Barney Matthews,barney matthews,,,Unlisted,Unlisted
631,5,Giancarlo Giannini,Chief Inspector Rinaldo Pazzi,chief inspector rinaldo pazzi,,http://www.nndb.com/people/421/000131028/,White,Male
631,6,Francesca Neri,Allegra Pazzi,allegra pazzi,,http://www.nndb.com/people/903/000135498/,White,Female
631,7,Željko Ivanek,Dr. Cordell Doemling,dr cordell doemling,,,Unlisted,Unlisted
631,8,Hazelle Goodman,Evelda Drumgo,evelda drumgo,,,Unlisted,Unlisted
631,9,Robert Rietti,Sogliato,sogliato,,,Unlisted,Unlisted
631,10,David Andrews,FBI Agent Pearsall,fbi agent pearsall,,http://www.nndb.com/people/041/000132642/,White,Male
631,11,Francis Guinan,FBI Asst. Director Noonan,fbi asst director noonan,,,White,Male
631,12,Enrico Lo Verso,Gnocco,gnocco,,,White,Male
631,13,Ivano Marescotti,Carlo Deogracias,carlo deogracias,,,Unlisted,Unlisted
631,14,Danielle de Niese,Beatrice,beatrice,,http://www.nndb.com/people/419/000403207/,White,Female
807,0,Gaspard Ulliel,"Hannibal Lecter
Aaran Thomas as young Hannibal Lecter",hannibal lecter aaran thomas as young hannibal lecter,,http://www.nndb.com/people/648/000138234/,White,Male
807,1,Aaran Thomas,young Hannibal Lecter,young hannibal lecter,,,Unlisted,Unlisted
807,2,Gong Li,Lady Murasaki,lady murasaki,,http://www.nndb.com/people/849/000109522/,Asian/Indian,Female
807,3,Dominic West,Inspector Pascal Popil,inspector pascal popil,,http://www.nndb.com/people/190/000057019/,White,Male
807,4,Rhys Ifans,Vladis Grutas,vladis grutas,,http://www.nndb.com/people/119/000050966/,White,Male
807,5,Helena-Lia Tachovska,Mischa Lecter,mischa lecter,,,Unlisted,Unlisted
807,6,Kevin McKidd,Petras Kolnas,petras kolnas,,http://www.nndb.com/people/246/000131850/,White,Male
807,7,Richard Brake,Enrikas Dortlich,enrikas dortlich,,,White,Male
807,8,Stephen Walters,Zigmas Milko,zigmas milko,,,White,Male
807,9,Ivan Marevich,Bronys Grentz,bronys grentz,,,Unlisted,Unlisted
807,10,Charles Maquignon,Paul Momund,paul momund,,,Unlisted,Unlisted
807,11,Ingeborga Dapkünaité,Mrs. Lecter,mrs lecter,,,Unlisted,Unlisted
807,12,Beata Ben Ammar,Madam Kolnas,madam kolnas,,,White,Female
807,13,Pavel Bezdek,Dieter,dieter,,,White,Male
807,14,Goran Kostic,Pot Watcher,pot watcher,,,White,Male
807,15,Robbie Kay,Robert Kay,robert kay,,,White,Male
807,16,Denis Ménochet,Chief of Police,chief of police,,,Unlisted,Unlisted
1026,0,Jeremy Renner,Hansel,hansel,,http://www.nndb.com/people/181/000160698/,White,Male
1026,1,Cedric Eich,young Hansel,young hansel,,,Unlisted,Unlisted
1026,2,Gemma Arterton,Gretel,gretel,,http://www.nndb.com/people/810/000240090/,White,Female
1026,3,Alea Sophia Boudodimos,young Gretel,young gretel,,,Unlisted,Unlisted
1026,4,Famke Janssen,Muriel,muriel,,http://www.nndb.com/people/778/000025703/,White,Female
1026,5,Pihla Viitala,Mina,mina,,,Unlisted,Unlisted
1026,6,Thomas Mann,"Benjamin ""Ben"" Walser",benjamin ben walser,,http://www.nndb.com/people/180/000025105/,White,Male
1026,7,Derek Mears,Edward,edward,,,White,Male
1026,8,Robin Atkin Downes,Edward,edward,,,White,Male
1026,9,Peter Stormare,Sheriff Berringer,sheriff berringer,,http://www.nndb.com/people/090/000087826/,White,Male
1026,10,Ingrid Bolsø Berdal,Horned Witch,horned witch,,,Unlisted,Unlisted
1026,11,Joanna Kulig,Red-Haired Witch,red haired witch,,,Unlisted,Unlisted
1026,12,Bjørn Sundquist,Jackson,jackson,,,Unlisted,Unlisted
1026,13,Rainer Bock,Mayor Englemann,mayor englemann,,,White,Male
1026,14,Thomas Scharff,Hansel and Gretel's father,hansel and gretels father,,,Unlisted,Unlisted
1026,15,Kathrin Kühnel,Adrianna,adrianna,,,Unlisted,Unlisted
1026,16,Zoë Bell,Tall Witch,tall witch,,,Unlisted,Unlisted
1026,17,Monique Ganderton,Candy Witch,candy witch,,,White,Female
199,0,Melissa Sue Anderson,Virginia “Ginny” Wainwright,virginia ginny wainwright,,http://www.nndb.com/people/838/000108514/,White,Female
199,1,Glenn Ford,Dr. David Faraday,dr david faraday,,http://www.nndb.com/people/740/000022674/,White,Male
199,2,Lawrence Dane,Harold “Hal” Wainwright,harold hal wainwright,,,White,Male
199,3,Sharon Acker,Estelle Wainwright,estelle wainwright,,http://www.nndb.com/people/620/000348573/,White,Female
199,4,Frances Hyland,Mrs. Patterson,mrs patterson,,,Unlisted,Unlisted
199,5,Tracey E. Bregman,Ann Thomerson,ann thomerson,,,Unlisted,Unlisted
199,6,Jack Blum,Alfred Morris,alfred morris,,,Unlisted,Unlisted
199,7,Matt Craven,Steve Maxwell,steve maxwell,,http://www.nndb.com/people/200/000108873/,White,Male
199,8,Lenore Zann,Maggie,maggie,,,Unlisted,Unlisted
199,9,David Eisner,Rudi,rudi,,,Unlisted,Unlisted
199,10,Michel-René Labelle,Etienne Vercures,etienne vercures,,,Unlisted,Unlisted
199,11,Richard Rebiere,Greg Hellman,greg hellman,,,Unlisted,Unlisted
199,12,Lesleh Donaldson,Bernadette O'Hara,bernadette ohara,,,Unlisted,Unlisted
199,13,Lisa Langlois,Amelia,amelia,,,Unlisted,Unlisted
1140,0,Jessica Rothe,Tree Gelbman,tree gelbman,True,,Unlisted,Unlisted
1140,1,Israel Broussard,Carter Davis,carter davis,True,,Unlisted,Unlisted
1140,2,Ruby Modine,Lori Spengler,lori spengler,True,,Unlisted,Unlisted
1140,3,Rachel Matthews,Danielle Bouseman,danielle bouseman,True,,Unlisted,Unlisted
