Horror Wiki Index,char index,actor,character
223,1,Iva Jean Saraceni,Billy's mother
223,2,Tom Atkins,Stan
223,3,Marty Schiff,Garbageman #1
223,4,Tom Savini,Garbageman #2
332,0,Domenick John,Billy
332,1,Tom Savini,The Creep
332,2,Joe Silver,The Creep
1076,0,Tom Hiddleston,Sir Thomas Sharpe
1076,1,Charlie Hunnam,Dr. Alan McMichael
1076,2,Jessica Chastain,Lady Lucille Sharpe
1076,3,Mia Wasikowska,Edith Cushing
1076,4,Burn Gorman,Charlie Houk
1076,5,Eugene Clark,Holly
1076,6,Leslie Hope,Mrs. McMichael
1076,7,Jim Beaver,Carter Cushing
1076,10,Kimberly-Sue Murray,Society Girl
1076,11,Jim Watson,Clerk
1076,12,Bruce Gray,William Ferguson
1076,13,Gillian Ferrier,Society Girl
1076,14,Ron Bottitta,Voice Actor
1076,15,Emily Coutts,Eunice McMichael
1076,16,Laura Waddell,Pamela Upton
1076,17,Sofia Wells,Young Edith Cushing
1076,18,Peter Spence,Hotel Manager
1076,19,Amanda Smith,Beatrice
1076,20,Martin Julien,Postal Clerk
1076,21,Alec Stockwell,William Findlay
1076,22,Myrna Moretti,Party Guest
299,0,Dee Wallace-Stone,Helen Brown
299,1,M. Emmet Walsh,Harv
299,2,Billy Green Bush,Jay Brown
299,3,Scott Grimes,Brad Brown
299,4,Nadine Van der Velde,April Brown
299,5,Don Keith Opper,Charlie McFadden
299,6,Billy Zane,Steve Elliot
299,7,Ethan Phillips,Jeff Barnes
299,8,Terrence Mann,Ug/Johnny Steele
299,9,Jeremy Lawrence,Reverend Miller/Preacher
299,10,Lin Shaye,Sally
365,0,Scott Grimes,Brad Brown
365,1,Don Keith Opper,Charlie McFadden
365,2,Terrence Mann,Ug
365,3,Roxanne Kernohan,Lee
365,4,Liane Alexandra Curtis,Megan Morgan
365,5,Barry Corbin,Sheriff Harv
365,6,Tom Hodges,Wesley
365,7,Douglas Rowe,Quigley
365,8,Lindsay Parker,Cindy
365,9,Herta Ware,Nana
461,0,Leonardo di Caprio,Josh
461,1,Aimee Brooks,Annie
461,2,Don Keith Opper,Charlie MacFadden
461,3,John Calvin,Clifford
461,4,Nina Axelrod,Betty Briggs
461,5,William Dennis Hunt,Briggs
461,6,Geoffrey Blake,Frank
484,0,Don Keith Opper,Charlie McFadden
484,1,Terrence Mann,Ug/Counselor Tetra
484,2,Angela Bassett,Fran
484,3,Brad Dourif,Albert Bert
484,4,Anne Ramsay,Dr. McCormick
484,5,Paul Whitthorne,Ethan
484,6,Eric Da Re,Bernie
615,0,Mark McLachlan,Brady Turner
615,1,Caitlin Martin,Claire
615,2,Chris Solari,Duncan McKay
615,3,D. W. Reiser,Kit
615,4,Julie Mintz,Annabelle
615,5,Sommer Knight,Sunny
615,6,Rhett Wilkins,Foster
615,7,Greg Wayne,Hubs
615,8,Harrison Young,Sheriff Bowman
615,9,Terrence Evans,Shurkin
615,10,Adam Gierasch,Lester
136,0,Nat Puvani,Tony Akom
136,1,Min Oo,John Stromm
136,2,Manop Asavatep,Tanaka
136,3,Ni Tien,Angela
711,0,Julian Morris,Owen Matthews
711,1,Lindy Booth,Dodger Allen
711,2,Jared Padalecki,Tom
711,3,Jon Bon Jovi,Rich Walker
552,0,Maurice Dean Wint,Quentin McNeil
552,1,Nicole de Boer,Joan Leaven
552,2,David Hewlett,David Worth
552,3,Andrew Miller,Kazan
552,4,Nicky Guadagni,Dr. Helen Holloway
552,5,Wayne Robson,Rennes
552,6,Julian Richings,Alderson
245,0,Dee Wallace,Donna Trenton
245,1,Danny Pintauro,Tad Trenton
245,2,Daniel Hugh-Kelly,Vic Trenton
245,3,Christopher Stone,Steve Kemp
245,4,Ed Lauter,Joe Camber
245,5,Kaiulani Lee,Charity Camber
245,6,Billy Jacoby,Brett Camber
245,7,Mills Watson,Gary Pervier
245,8,Jerry Hardin,Masen
245,9,Sandy Ward,George Bannerman
245,10,Daddy,Cujo
1136,0,Brad Dourif,"the voice of Charles Lee ""Chucky"" Ray"
1136,1,Alex Vincent,Andy Barclay
1136,2,Fiona Dourif,Nica Pierce
1136,3,Jennifer Tilly,Tiffany Valentine
1136,4,Elisabeth Rosen,Madeleine
1136,5,Grace Lynn Kung,Claire
1136,6,Zak Santiago,Carlos
1136,7,Michael Therriault,Dr. Foley
1136,8,Summer H. Howel,Alice
355,0,Claude Akins,Nathan Crane
355,1,Cooper Huckabee,Dr. Allen Forbes
355,2,John Schneider,Carl Willis
355,3,Malcolm Danare,Cyrus Crane
355,4,Wil Wheaton,Zack Crane
355,5,Amy Wheaton,Alice Crane
355,6,Steve Carlisle,Charlie Davidson
355,7,Kathleen Jordon Gregory,Frances Crane
355,8,Hope North,Esther Forbes
355,9,Steve Davis,Mike
1021,0,Brad Dourif,Charles Lee Ray
1021,1,Fiona Dourif,Nica
1021,2,Danielle Bisutti,Barb
1021,3,A Martinez,Father Frank
1021,4,Brennan Elliott,Ian
1021,5,Maitland McConnell,Jill
1021,6,Summer H. Howell,Alice
1021,7,Chantal Quesnelle,Sarah
1021,8,Candace Smith,Postal Worker
1021,9,Kevin Anderson,Judge
1021,10,Jennifer Tilly,Tiffany
1021,11,Alex Vincent,Andy Barclay
1216,0,Linda Cardellini,Anna Garcia
1216,1,Raymond Cruz,Rafael Olivera
1216,2,Patricia Velásquez,Patricia Alvarez
1216,3,Marisol Ramirez,La Llorona
1216,4,Sean Patrick Thomas,Detective Cooper
1216,5,Jaynee-Lynne Kinchen,Samantha Garcia
1216,6,Roman Christou,Chris Garcia
1216,7,Tony Amendola,Father Perez
1216,8,DeLaRosa Rivera,David Garcia
1216,9,Madeleine McGraw,April
1216,10,Sierra Heuermann,Sam
1216,11,Sophia Santi,Bocanegra / Female customer
1216,12,Oliver Alexander,Carlos
1216,13,Jethan Camarena,Simon
573,0,George Peck,Dr. Magrew
573,1,Emily Harrison,Jane Magrew
573,2,Josh Green,"Robert ""Tank"" Winsley"
573,3,Michael D. Guerin,Joey Carp
573,4,Michael Sollenberger,Station Owner
573,5,Marc Newburger,Art Cooney
573,6,Scott Boyer,Larry
573,7,Jason Dean Booher,Pogo
573,8,Robert Donavan,Sheriff Garvey
573,9,Jason-Shane Scott,Deputy Wayburn
573,10,William Knight,Medical Examiner
573,11,Patrick Thomas,Shipping Agent
573,12,Ariauna Albright,Operator's Voice
573,13,J.R. Bookwalter,Tommy Berke's Voice
712,0,Christina Ricci,Ellie Myers
712,1,Jesse Eisenberg,Jimmy Myers
712,2,Joshua Jackson,Jake Taylor
712,3,Shannon Elizabeth,Becky Morton
712,4,Mýa,Jenny Tate
712,5,Milo Ventimiglia,Bo
712,6,Portia de Rossi,Zelda
712,7,Kristina Anapau,Brooke
712,8,Judy Greer,Joanie
712,9,Derek Mears,Werewolf
712,10,Scott Baio,Scott Baio
712,11,Lance Bass,Lance Bass
712,12,Craig Kilborn,Craig Kilborn
712,13,Bowling for Soup,Carnival Band
628,0,Ezra Godden,Paul Marsh
628,1,Francisco Rabal,Ezequiel
628,2,Raquel Meroño,Barbara
628,3,Macarena Gómez,Uxía Cambarro
628,4,Brendan Price,Howard
628,5,Birgit Bofarull,Vicki
628,6,Uxía Blanco,Ezequiel's mother
628,7,Ferran Lahoz,Priest
628,8,Joan Minguell,Xavier Cambarro
628,9,Alfredo Villa,Captain Orpheus Cambarro/Captain Obed March
628,10,José Lifante,desk clerk
628,11,Javier Sandoval,Ezequiel's father
628,12,Victor Barreira,young Ezequiel
628,13,Fernando Gil,Catholic priest
628,14,Jorge Luis Pérez,Boy
649,0,Jeremy Renner,Jeffrey Dahmer
649,1,Bruce Davison,Lionel Dahmer
649,2,Artel Great,Rodney
649,3,Matt Newton,Lance Bell
649,4,Dion Basco,Khamtay
649,5,Kate Williamson,Grandma
649,6,Christian Payano,Letitia
649,7,Tom'ya Bowden,Shawna
649,8,Sean Blakemore,Corliss
1104,0,Paige Lauren Billiot,Skyler
1104,1,Ashton Bingham,Ned
1104,2,Jessica Blackmore,Kate
1104,3,Kabby Borders,Joline
1104,4,Corey Craig,Blake
1104,5,Robert Craighead,Carl
1104,6,Michelle DeMond,Gwen
1104,7,Andy Earle,Mark
1104,8,Eric Paul Erickson,Kenny
1104,9,Francis Gonzalez,Jorge
1104,10,Saxon Jones,Ted
1104,11,Will Leon,Burt
1104,12,Jason London,Tanner Brooks
1104,13,Matt Mercer,Pullman
1104,14,Nicole Reddinger,Donna
842,0,William Hope,Jon
842,1,Leon Herbert,Rick
842,2,Ronald Pickup,Tobias
842,3,Philip Bretherton,Walter
842,4,Noah Huntley,Ben
842,5,Dominique McElligott,Emily
842,6,Skye Bennett,Sarah
842,7,Lordi,themselves
1046,0,Luke Kleintank,Nick Di Santo
1046,1,Alex McKenna,Eve
1046,2,Anthony Rey Perez,Ryan
1046,3,Zack Ward,Chris McCulluch
1046,4,Lacey Anzelc,Lillith
1046,5,Ethan S. Smith,Sam
1046,6,Lesley-Anne Down,Lilian
1046,7,Tobin Bell,Seth
1046,8,Charles Agron,Lucky
1046,9,Daniel Ross Owens,Brian Maker
1046,10,Max Gail,Scott
1046,11,Patricia Belcher,Lee Knox
1046,12,Tony Sanford,Ben
1046,13,Cameron Spann,Ronny
187,0,Charles Durning,Otis P. Hazelrigg
187,1,Robert F. Lyons,Skeeter Norris
187,2,Claude Earl Jones,Philby
187,3,Lan Smith,Harliss Hocker
187,4,Tonya Crowe,Marylee Williams
187,5,Larry Drake,Bubba Ritter
187,6,Jocelyn Brando,Mrs. Ritter
187,7,Tom Taylor,D.A. Sam Willock
187,8,Richard McKenzie,Judge Henry
977,0,Johnny Depp,Barnabas Collins
977,1,Justin Tracy,Young Barnabas
977,2,Eva Green,Eva Green
977,3,Raffey Cassidy,Young Angelique
977,4,Bella Heathcote,Victoria Winters
977,5,Alexia Osborne,Young Victoria
977,6,Michelle Pfeiffer,Michelle Pfeiffer
977,7,Jonny Lee Miller,Roger Collins
977,8,Helena Bonham Carter,Helena Bonham Carter
977,9,Jackie Earle Haley,Willie Loomis
977,10,Chloë Grace Moretz,Carolyn Stoddard
977,11,Gully McGrath,David Collins
977,12,Ray Shirley,Mrs. Johnson
977,13,Christopher Lee,Silas Clarney
977,14,Alice Cooper,Alice Cooper
977,15,Ivan Kaye,Joshua Collins
977,16,Susanna Cappellaro,Naomi Collins
977,17,Josephine Butler,Laura Collins
977,18,William Hope,Sheriff Bill
1157,0,Idris Elba,Roland Deschain
1157,1,Matthew McConaughey,Walter Padick
1157,2,Tom Taylor,Jake Chambers
1157,3,Claudia Kim,Arra Champignon
1157,4,Fran Kranz,Pimli
1157,5,Abbey Lee,Tirana
1157,6,Jackie Earle Haley,Sayre
1157,7,Katheryn Winnick,Laurie Chambers
1157,8,Dennis Haysbert,Steven Deschain
1157,9,Michael Barbieri,Timmy
1157,10,José Zúñiga,Dr. Hotchkiss
1157,11,Nicholas Hamilton,Lucas Hanson
1157,12,De-Wet Nagel,Taheen Tech
713,0,Jennifer Connelly,Dahlia Williams
713,1,Dougray Scott,Kyle Williams
713,2,John C. Reilly,Mr. Murray
713,3,Ariel Gade,"Cecilia ""Ceci"" Williams"
713,4,Perla Haney-Jardine,Natasha Rimsky/Young Dahlia
713,5,Tim Roth,Jeff Platzer
713,6,Pete Postlethwaite,Mr. Veeck
713,7,Camryn Manheim,Ceci's Teacher
669,0,Chaney Kley,Kyle Walsh
669,1,Emma Caulfield,Caitlin Greene
669,2,Lee Cormie,Michael Greene
669,3,Grant Piro,Larry Fleishman
669,4,John Stanton,Captain Thomas Henry
669,5,Sullivan Stapleton,Officer Matt Henry
114,0,David Emge,"Stephen ""Flyboy"" Andrews"
114,1,Ken Foree,Peter Washington
114,2,Scott Reiniger,"Roger ""Trooper"" DeMarco"
114,3,Gaylen Ross,"Francine ""Fran"" Parker"
114,4,David Crawford,Dr. James Foster
114,5,David Early,Mr. Sidney Berman
114,6,Richard France,Dr. Millard Rausch
114,7,Howard Smith,TV Commentator
688,0,Sarah Polley,Ana
688,1,Ving Rhames,Kenneth
688,2,Jake Weber,Michael
688,3,Michael Kelly,C.J.
688,4,Lindy Booth,Nicole
688,5,Kevin Zegers,Terry
688,6,Mekhi Phifer,Andre
688,7,Inna Korobkina,Luda
688,8,Ty Burrell,Steve
280,0,Lori Cardille,Dr. Sarah Bowman
280,1,Joseph Pilato,Captain Steven Rhodes
280,2,Terry Alexander,John
280,3,Jarlath Conroy,"William ""Bill"" McDermott"
280,4,Anthony Dileo Jr.,Pvt. Miguel Salazar
280,5,Richard Liberty,"Dr. Matthew ""Frankenstein"" Logan"
280,6,Sherman Howard,Bub the Zombie
280,7,Gary Howard Klar,Pvt. Steele
280,8,Ralph Marrero,Pvt. Rickles
246,0,Huub Stapel,Felix Adelaar
246,1,Willeke van Ammelroo,Mieke de Beer
246,2,Josine van Dalsum,Saskia Adelaar
246,3,Serge-Henri Valcke,Psychiatrist
246,4,Gerard Thoolen,Security Guard I
246,5,Kees Prins,Security Guard II
246,6,Onno Molenkamp,Blind Man
246,7,Ab Abspoel,Chef
246,8,Hans Veerman,Mr. Kron
246,9,Ad Noyons,Ex Lift Technician
689,0,Henry Thomas,William
689,1,Patrick Fugit,Sam
689,2,Nicki Aycox,Annabelle
689,3,Michael Shannon,Clyde
689,4,Muse Watson,Father
689,5,Mark Boone Junior,Joseph
689,6,Isaiah Washington,Todd
689,7,Harris Mann,Jeffy Hollister
188,0,James Farentino,Sheriff Dan Gillis
188,1,Melody Anderson,Janet Gillis
188,2,Jack Albertson,William G. Dobbs
188,3,Dennis Redfield,Ron
188,4,Nancy Locke,Linda
188,5,Lisa Blount,Girl on the Beach / Lisa
188,6,Robert Englund,Harry
188,7,Bill Quinn,Ernie
188,8,Michael Currie,Herman
798,0,Ryan Kwanten,Jamie Ashen
798,1,Amber Valletta,Ella Ashen
798,2,Donnie Wahlberg,Detective Jim Lipton
798,3,Bob Gunton,Edward Ashen
798,4,Judith Roberts,Mary Shaw
798,5,Michael Fairman,Henry Walker
798,6,Laura Regan,Lisa Ashen
798,7,Joan Heney,Marion Walker
874,0,Vegar Hoel,Martin
874,1,Stig Frode Henriksen,Roy
874,2,Charlotte Frogner,Hanna
874,3,Lasse Valdal,Vegard
874,4,Evy Kasseth Røsten,Liv
874,5,Jeppe Laursen,Erlend
874,6,Jenny Skavlan,Chris
874,7,Ane Dahl Torp,Sara
874,8,Bjørn Sundquist,The Wanderer
874,9,Ørjan Gamst,Standartenführer Herzog
1047,0,Vegar Hoel,Martin
1047,1,Ørjan Gamst,Standartenführer
1047,2,Martin Starr,Daniel
1047,3,Jocelyn DeBoer,Monica
1047,4,Ingrid Haas,Blake
1047,5,Stig Frode Henriksen,Glenn Kenneth
1047,6,Hallvard Holmen,Gunga
1047,7,Kristoffer Joner,Sidekick Zombie
1047,8,Amrita Acharia,Reidun
1047,9,Derek Mears,Stavarin
1047,10,Bjarte Tjøstheim,Priest
1047,11,Christian Rubeck,Policeman
1047,12,Charlotte Frogner,Hanna
1047,13,Jesper Sundnes,Nazi Doctor
1047,14,Tage Guddingsmo,Zombie Navigator
1047,15,David Skaufjord,Zombie Tank Driver
1047,16,Daniel Berge Halvorsen,Major Stubbe
1047,17,Guðmundur Ólafsson,Elderly Woman
1047,18,Ingar Helge Gimle,Doctor Brochman
1047,19,Carl-Magnus Adner,Bobby
247,0,Christopher Walken,Johnny Smith
247,1,Brooke Adams,Sarah Bracknell
247,2,Tom Skerritt,Sheriff George Bannerman
247,3,Herbert Lom,Dr. Sam Weizak
247,4,Anthony Zerbe,Roger Stuart
247,5,Colleen Dewhurst,Henrietta Dodd
247,6,Martin Sheen,Greg Stillson
189,0,Maren Jensen,Martha Schmidt
189,1,Sharon Stone,Lana Marcus
189,2,Susan Buckner,Vicky Anderson
189,3,Jeff East,John Schmidt
189,4,Colleen Riley,Melissa
189,5,Douglas Barr,Jim Schmidt
189,6,Lisa Hartman,Faith Stohler
189,7,Lois Nettleton,Louisa Stohler
224,0,Sam Groom,Paul Harris
224,1,Sara Botsford,Kelly Leonard
224,2,Scatman Crothers,George Foskins
224,3,Cec Linder,Dr. Spenser
224,4,Lisa Langlois,Trudy White
224,5,Lesleh Donaldson,Martha
300,0,Matthew Laborteaux,Paul Conway
300,1,Kristy Swanson,Samantha Pringle
300,2,Michael Sharrett,Tom Toomey
300,3,Anne Twomey,Jeannie Conway
300,4,Richard Marcus,Harry Pringle
300,5,Anne Ramsey,Elvira Parker
300,6,Lee Paul,Sergeant Volchek
248,0,Charles George Hildebrandt,Charles
248,1,Tom DeFranco,Pete
248,2,Richard Lee Porter,Frankie
248,3,Jean Tafler,Ellen
248,4,Karen Tighe,Kathy
248,5,James L. Brewster,Sam
248,6,Elissa Neil,Barb
248,7,Ethel Michelson,Aunt Millie
248,8,John Schmerling,Uncle Herb
248,9,Judith Mayes,Bunny
1137,0,Bill Moseley,Giger
1137,1,Tony Todd,Farmer Asa
1137,2,Nicole Cinaglia,Elise
1137,3,Adrienne Barbeau,Virtual Narrator
1137,4,Cortney Palm,Toria Boon
1137,5,Kane Hodder,Sieg
1137,6,Kenny Ray Powell,Victor Galan
1137,7,Debbie Rochon,Leatherlace
1137,8,Gunnar Hansen,Albert Kenny
1137,9,Dee Wallace,Dr. Eileen Fletcher
1137,10,Cody Longo,Jae Novak
1137,11,Camille Keaton,Kristi Boon
1137,12,Barbara Crampton,Dr. Karen Redmane
1137,13,Lindsay Hartley,Balthoria
1137,14,Michael Berryman,Crau
1137,15,Vernon Wells,Nela
1137,16,Sid Haig,Icicle Killer
1137,17,Joseph Ferrante,Officer Dante
1137,18,Brinke Stevens,Doctor Banks
1137,19,Stelio Savante,Doctor Roos
1137,20,Tiffany Shepis,Doctor Peter
1137,21,John J. Thomassen,Death House Staff Worker
1137,22,Lloyd Kaufman,Dr. Chalice
1137,23,Richard Speight Jr.,Doctor Bennett
1137,24,Felissa Rose,Dr. Angela Freeman
1137,25,Lauren Compton,Dr. Logan Harrison
1137,26,Larry Zerner,Shelly The Death House Prop Man
1137,27,Beverly Randolph,Doctor Tarman
1137,28,Yan Birch,Doctor Phibes
1137,29,Elissa Dowling,Doctor Rowena
1137,30,Bill Oberst Jr.,Satan's Creator
1137,31,Sean Whalen,Satan
1137,32,Bernhard Forcher,Antichrist
1137,33,Michael Guarnera,Commander Bradshaw
1137,34,Steven Chase,Corporal Salerno
1137,35,Anthony Hoang,Subordinate Soldier
1137,36,R.A. Mihailoff,Prison Badass Leader
1137,37,Steve Nappe,Bijhead
1137,38,Tony Moran,Death House Inmate
1137,39,Gabrielle Stone,Linz Haddon
507,0,Brad Dourif,Jack Dante
507,1,Ely Pouget,Hayden Cale
507,2,William Hootkins,John Carpenter
507,3,John Sharian,Raimi
507,4,Martin McDougall,Yutani
507,5,Andreas Wisniewski,Weyland
507,6,Richard Brake,Scott Ridley
507,7,Rachel Weisz,Junior Executive
158,0,Richard Crenna,Trevor Marshall
158,1,George Kennedy,Captain Ashland
158,2,Nick Mancuso,Nick
158,3,Sally Ann Howes,Margaret Marshall
158,4,Kate Reid,Sylvia Morgan
158,5,Victoria Burgoyne,Lori
158,6,Jennifer Mckinney,Robin Marshall
158,7,Danny Higham,Ben Marshall
714,0,Steffany Huckaby,Heather
714,1,Melanie Lewis,Devon
714,2,Yolanda Pecoraro,Elizabeth
714,3,Kristin Novak,Ashley
714,4,Annie Burgstede,Tori
714,5,Jason Lasater,Richie
714,6,Gary Wolf,Gio
714,7,Robyn Corum,Leah
714,8,Gill Gayle,Professor
714,9,Brian Dyer,Dr. Vanguard
714,10,Reenie Varga,Spinal Nurse
714,11,Jilon Ghai,Mason
714,12,Jesse Bernstein,Cameron
714,13,George W. Harr Jr.,Death in Sanatorium
714,14,B.J. Winslow,Death in Morgue
714,15,Joan Farrell,Traci
58,0,Richard Backus,Andy Books
58,1,John Marley,Charles Brooks
58,2,Lynn Carlin,Christine Brooks
58,3,Anya Ormaby,Cathy Brooks
58,4,Jane Daly,Joanne
58,5,Mal Jones,Sheriff
58,6,Henderson Forsythe,Dr. Philip Allman
58,7,Norman Willamn,Cop
799,0,Mike Vogel,Ian Stone
799,1,Christina Cole,Jenny Walker
799,2,Michael Dixon,Brad Kopple
799,3,Jaime Murray,Medea
799,4,Charlie Anson,Josh Garfield
799,5,Michael Feast,Gray
799,6,Andrew Buchan,Ryan
799,7,Marnix van den Broeke and Jeff Peterson,Harvesters
1167,0,Chanchal Chowdhury,Misir Ali
1167,1,Jaya Ahsan,Ranu
1167,2,Animesh Aich,Anis
1167,3,Iresh Zaker,Ahmed Saber
1167,4,Sabnam Faria,Nilu
1167,5,Labonno Chowdhury,Young Ranu
715,0,Hazel Dean,Tami
715,1,Phil Fondacaro,Ivan
715,2,Raelyn Hennessee,Spyce
715,3,Daniel Lennox,Dex
715,4,Debra Mayer,Morella
715,5,Jill Michelle,Sugar
715,6,Brian Muir,Club Patron
800,0,Jill Michelle,Sugar
800,1,Daniel Lennox,Dex
800,2,Ricardo Gil,Ivan
800,3,Jon-Paul Gates,Janos
800,4,James C. Burns,Burke
800,5,Jeff Allen,Bathroom Guy
800,6,Jessica Morris,Lena
800,7,Joe Murder,Junkyard victim
800,8,Mike Muscat,Boris
800,9,John Plopper,Strip Club Patron
800,10,Rory Williamson,Vampire King
590,0,Thomas Jane,Carter Blake
590,1,Michael Rapaport,Tom Scoggins
590,2,Stellan Skarsgård,Jim Whitlock
590,3,LL Cool J,"Sherman ""Preacher"" Dudley"
590,4,Samuel L. Jackson,Russell Franklin
590,5,Saffron Burrows,Dr. Susan McCallister
590,6,Jacqueline McKenzie,Janice Higgins
590,7,Aida Turturro,Brenda Kerns
1168,0,Danielle Savre,Dr. Misty Calhoun
1168,1,Rob Mayes,Trent Slater
1168,2,Michael Beach,Carl Durant
1168,3,Nathan Lynn,Aaron Ellroy
1168,4,Kim Syster,Leslie Kim
1168,5,Jeremy Jess Boado,Daniel Kim
1168,6,Darron Meyer,Craig Burns
1168,7,Adrian Collins,Mike Shutello
72,0,David Hemmings,Marcus Daly
72,1,Daria Nicolodi,Gianna Brezzi
72,2,Macha Méril,Helga Ulmann
72,3,Clara Calamai,Martha
72,4,Gabriele Lavia,Carlo
72,5,Eros Pagni,Supt. Calcabrini
72,6,Giuliana Calandra,Amanda Righetti
72,7,Piero Mazzinghi,Bardi
72,8,Glauco Maurio,Prof. Giordani
72,9,Aldo Bonamano,Carlo's father
72,10,Liana Del Balzo,Elvira
72,11,Vittorio Fanfoni,Cop taking notes
72,12,Dante Fioretti,Police photographer
72,13,Geraldine Hooper,Massimo Ricci
72,14,Jacopo Mariani,Young Carlo
72,15,Nicoletta Elmi,Olga
72,16,Furio Meniconi,Rodi
72,17,Fulvio Mingozzi,Agent Mingozzi
72,18,Lorenzo Piani,Fingerprint officer
72,19,Attilio Dottesio,Florist
574,0,Treat Williams,John Finnegan
574,1,Famke Janssen,Trillian St. James
574,2,Anthony Heald,Simon Canton
574,3,Kevin J. O'Connor,"Joey ""Tooch"" Pantucci"
574,4,Wes Studi,Hanover
574,5,Derrick O'Connor,Captain Atherton
574,6,Jason Flemyng,Mulligan
574,7,Cliff Curtis,Mamooli
574,8,Clifton Powell,Mason
574,9,Trevor Goddard,T-Ray
574,10,Djimon Hounsou,Vivo
574,11,Una Damon,Leila
574,12,Clint Curtis,Billy
399,0,Taurean Blacque,Captain Phillip Laidlaw
399,1,Nancy Everhard,Joyce Collins
399,2,Cindy Pickett,Dr. Diane Norris - physician
399,3,Miguel Ferrer,Snyder - mechanic
399,4,Greg Evigan,McBride - submarine pilot
399,5,Matt McCoy,James 'Jim' Richardson
399,6,Nia Peeples,Scarpelli - marine biologist
399,7,Marius Weyers,Dr. John Van Gelder
399,8,Elya Baskin,Burciaga
399,9,Thom Bray,John 'Johnny' Hodges
399,10,Ronn Carroll,Osborne
159,0,Sallee Young,Linda Rodgers
159,1,Harry Reems,Matt Rodgers
159,2,Deborah Alter,Annie
159,3,Kathryn Clayton,Carol
159,4,Bryan Charles,Dr. Dillman
159,5,Edward Talbot 'Chip' Matthews,Mark
159,6,Mark Justin,Joker
159,7,Robert Brooks Mendel,Joker/Rapist
159,8,Douglas Price,Joker
159,9,Stephen Blood,Joker
368,0,Teresa Gallagher,Sayaka
368,1,Bradley Lavelle,Kyoya
368,2,Alan Shearman,Chibi
368,3,George Little,Master Rai
368,4,Bob Sessions,Rebi Ra
368,5,Gareth Armstrong,Mephisto
281,0,Urbano Barberini,George
281,1,Natasha Hovey,Cheryl
281,2,Karl Zinny,Ken
281,3,Paola Cozzo,Kathy
281,4,Fiore Argento,Hannah
281,5,Geretta Giancarlo,Rosemary
281,6,Michele Soavi,Man in Mask / Jerry
281,7,Bobby Rhodes,Tony the Pimp
302,0,David Knight,George
302,1,Nancy Brilli,Hannah
302,2,Coralina Cataldi Tassoni,Sally Day
302,3,Asia Argento,Ingrid Haller
302,4,Bobby Rhodes,Hank
302,5,Virginia Bryant,Mary the Prostitute
716,0,Shauna Macdonald,Sarah Carter
716,1,Natalie Mendoza,Juno Kaplan
716,2,Alex Reid,Beth O'Brien
716,3,MyAnna Buring,Sam Vernet
716,4,Saskia Mulder,Rebecca Vernet
716,5,Nora Jane Noone,Holly
716,6,Molly Kayll,Jessica Carter
716,7,Oliver Milburn,Paul Carter
875,0,Shauna Macdonald,Sarah Carter
875,1,Natalie Mendoza,Juno Kaplan
875,2,Douglas Hodge,Dan
875,3,Krysten Cummings,Elen Rios
875,4,Gavan O'Herlihy,Sheriff Vaines
875,5,Josh Dallas,Greg
875,6,Anna Skellern,Cath
875,7,Michael J. Reynolds,Ed Oswald
875,8,Doug Ballard,Doctor Roger Payne
875,9,Saskia Mulder,Rebecca
875,10,MyAnna Buring,Sam
940,0,Josh Hutcherson,Clapton Davis
940,1,Shanley Caswell,Riley Jones
940,2,Spencer Locke,Ione Foster / Sloan Foster
940,3,Aaron David Johnson,Sander Sanderson
940,4,Walter Perez,Elliot Fink
940,5,Dane Cook,Principal Karl Verge
940,6,Erica Shaffer,Sloan Foster
912,0,Chris Messina,Detective Bowden
912,1,Logan Marshall-Green,Mechanic
912,2,Jenny O'Hara,Old Woman/Devil
912,3,Bojana Novakovic,Young Woman
912,4,Bokeem Woodbine,Guard
912,5,Geoffrey Arend,Salesman
912,6,Jacob Vargas,Ramirez
912,7,Matt Craven,Lustig
912,8,Joshua Peace,Detective Markowitz
912,9,Caroline Dhavernas,Elsa Nahai
912,10,Joe Cobden,Dwight
912,11,Zoie Palmer,Cheryl
912,12,Vincent Laresca,Henry
1048,0,Zach Gilford,Zach McCall
1048,1,Allison Miller,Samantha McCall
1048,2,Sam Anderson,Father Thomas
1048,3,Aimee Carrero,Emily
1048,4,Vanessa Ray,Suzie
1048,5,Robert Belushi,Mason
1048,6,Michael Papajohn,Police Officer
1048,7,Donna Duplantier,Dr. Ludka
1048,8,Griff Furst,Keith
1049,0,Rufus Sewell,Jacob Brown
1049,1,Jennifer Carpenter,Rebekah
1049,2,Colm Meaney,Elder Beacon
1049,3,Alycia Debnam-Carey,Mary
1049,4,Adelaide Kane,Ruth
1049,5,Leah Pipes,Sarah
1049,6,Thomas McDonell,Trevor
1049,7,Jim McKeny,Elder Stone
1049,8,Katie Garfield,Abby
1049,9,Ric Reitz,Sheriff Stevens
717,0,Sid Haig,Captain Spaulding
717,1,Bill Moseley,Otis B. Driftwood
717,2,Sheri Moon Zombie,Baby Firefly
717,3,Tyler Mane,Rufus T. Firefly
717,4,William Forsythe,Sheriff John Quincey Wydell
717,5,Ken Foree,Charlie Altamont
717,6,Matthew McGrory,Tiny Firefly
717,7,Leslie Easterbrook,Mother Firefly
